Brand,Product_Name,Processor,GPU,RAM,Storage,Display_Resolution,Refresh_Rate,Price,RAM_GB,Storage_GB,Refresh_Hz,CPU_Score,GPU_Score,Resolution_Score,Performance_Score
ASUS,Vivobook 16X K3605VV-N1116W,Intel® Core™ i7-13700H,NVIDIA® GeForce RTX™ 4060,DDR4 16GB,512GB SSD,1920 x 1200,120 Hz,49999,16,512,120,8,8.0,3,66.5
ASUS,TUF Gaming A15 FA507NVR-LP007W,AMD Rayzen 7 7435HS,Nvidia GeForce RTX 4060 8GB,16GB DDR5-4800 SO-DIMM,512GB PCIe® 4.0 NVMe™ M.2 SSD,1920 x 1080,144 Hz,47299,16,512,144,5,8.0,3,56.5
ASUS,TUF Gaming F15 FX507VU-LP163W,Intel Core I7-13620H,Nvidia GeForce RTX 4050 6GB,"16GB 8GB DDR5-4800 SO-DIMM x 2,",512GB PCIe® 4.0 NVMe™ M.2 SSD,1920 x 1080,144 Hz,47777,16,512,144,8,7.0,3,63.5
ASUS,TUF Gaming F15 FX507VV-LP156W,Intel Core I7-13620H,Nvidia GeForce RTX 4060 8GB,16GB (8GB DDR5-4800 SO-DIMM *2),1TB PCIe® 4.0 NVMe™ M.2 SSD,1920 x 1080,144 Hz,52999,16,1024,144,8,8.0,3,69.5
HP,Omen 16-WF0083,Intel® Core™ i9-13900HX,NVIDIA® GeForce RTX™ 4060,16 GB DDR5-5600 MT/s,1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 x 1080,165 HZ,72999,16,1024,165,10,8.0,3,76.94
ASUS,TUF Gaming F15 FX507VV-LP314,Intel Core I7-13620H,Nvidia GeForce RTX 4060 8GB,16GB 8GB DDR5-4800 SO-DIMM x 2,512GB SSD,1920 x 1080,144 Hz,52999,16,512,144,8,8.0,3,67.0
MSI,Katana 15 B13VGK-484,Intel® Core™ i7-13620H,NVIDIA® GeForce RTX™ 4070 Laptop GPU,16GB,1TB NVMe SSD Gen4x4,1920x1080,144 Hz,68999,16,1024,144,8,8.5,3,71.25
MSI,Katana 15 B13VFK-817,Intel® Core™ i7-13620H,NVIDIA® GeForce RTX™ 4060 Laptop GPU,16GB,1TB NVMe SSD Gen4x4,1920x1080,144 Hz,58888,16,1024,144,8,8.0,3,69.5
Lenovo,Legion 5 16IRX9,Intel Core i7-14650HX,NVIDIA® GeForce RTX™ 4060 8GB,1x 16GB SO-DIMM DDR5-5600,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,2560 x 1600,165 HZ,66899,16,512,165,8,8.0,4,68.44
MSI,Raider GE68 HX 14VGG,Intel® Core™ i9-14900HX,NVIDIA® GeForce RTX™ 4070 Laptop GPU,32GB,1TB NVMe SSD Gen4x4,1920x1200,,105000,32,1024,60,10,8.5,3,79.0
Dell,Alienware m16 R2,Intel Core Ultra 9 185H,NVIDIA® GeForce RTX™ 4070,32GB 16GB*2 DDR5,"1 TB, M.2, PCIe NVMe, SSD",2560x1600,240 HZ,125000,32,1024,240,10,8.5,4,83.75
ASUS,TUF Gaming F15 FX507VI-LP066W,Intel Core I7-13620H,Nvidia GeForce RTX 4070 8GB,16GB 8GB DDR5-4800 SO-DIMM *2,1TB PCIe 4.0 NVMe M.2 SSD,1920 x 1080,144 Hz,64888,16,1024,144,8,8.5,3,71.25
Lenovo,Legion Pro 5 16IRX8,Intel Core i7-13700HX,Nvidia GeForce RTX 4070 8GB,16GB 2x 8GB SO-DIMM DDR5-4800,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2560 x 1600,165 HZ,91999,16,1024,165,8,8.5,4,72.69
HP,Victus 15-fa1096ne,Intel® Core™ i7-13700H,NVIDIA® GeForce RTX™ 4050,16 GB DDR4-3200 MT/s,512 GB PCIe® Gen4 NVMe™ M.2 SSD,1920 x 1080,144 Hz,45999,16,512,144,8,7.0,3,63.5
HP,Victus 15-fa1041ne,Intel® Core™ i5-13500H,NVIDIA® GeForce RTX™ 3050,8 GB DDR4-3200 MT/s,512 GB PCIe® Gen4 NVMe™ M.2 SSD,1920 x 1080,144 Hz,35000,8,512,144,6,6.0,3,51.75
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen™ 5 5500H,NVIDIA® GeForce RTX™ 2050,8GB SO-DIMM DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1080,144 Hz,31399,8,512,144,5,5.0,3,44.75
Lenovo,LOQ 15IRX9,Intel Core i7-13650HX,NVIDIA® GeForce RTX™ 4060,1x 16GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,144 Hz,52499,16,512,144,8,8.0,3,67.0
Lenovo,Lenovo LOQ 15IRX9,Intel® Core™ i5-13450HX,NVIDIA® GeForce RTX™,16GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1080,144 Hz,38888,16,512,144,6,2.0,3,39.0
Lenovo,Legion 7 16IRX9,Intel® Core™ i9-14900HX,NVIDIA® GeForce RTX™ 4070,16GB SO-DIMM DDR5-5600,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2560x1600,240 HZ,105000,16,1024,240,10,8.5,4,81.25
Dell,Alienware m16 R2,Intel® Core™ Ultra 7 155H,NVIDIA® GeForce RTX™ 4070,"16GB, 2x8GB, DDR5",1TB SSD,2560x1600,240 HZ,99999,16,1024,240,8,8.5,4,74.25
Lenovo,Legion 5 16IRX9,Intel® Core™ i9-14900HX,NVIDIA® GeForce RTX™ 4070,16GB SO-DIMM DDR5-5600,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2560x1600,165 HZ,95999,16,1024,165,10,8.5,4,79.69
MSI,Thin 15 B12VE,Intel Core i5-12450H,NVIDIA® GeForce RTX™ 4050,8GB Ram DDR4-3200,512GB SSD,1920x1080,144 Hz,39999,8,512,144,6,7.0,3,55.25
Lenovo,Legion 5 16IRX9,Intel Core i7-14650HX,NVIDIA® GeForce RTX™ 4060,16GB SO-DIMM DDR5-5600,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2560x1600,240 HZ,69888,16,1024,240,8,8.0,4,72.5
Lenovo,Legion 5 15ARP8,AMD Ryzen™ 7 7735HS,NVIDIA® GeForce RTX™ 4060,16GB SO-DIMM DDR5,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,2560x1440,165 HZ,63333,16,1024,165,5,8.0,3,59.44
Dell,G15 5530,Intel Core i7-13650HX,NVIDIA® GeForce RTX™ 3050 6GB,"16GB, 2x8GB, DDR5, 4800MHz","512GB, M.2, PCIe NVMe, SSD",1920 x 1080,120 Hz,52999,16,512,120,8,6.0,3,59.5
Lenovo,Legion Pro 7 16IRX9H,Intel Core i9-14900HX,NVIDIA® GeForce RTX™ 4090 16GB,32GB 2x 16GB SO-DIMM DDR5-5600,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2560x1600,240 HZ,235000,32,1024,240,10,9.5,4,87.25
HP,Victus 16-R1052NE,Intel Core i7-14700HX,NVIDIA® GeForce RTX™ 4070 8GB,16 GB DDR5-5600 MT/s (2 x 8 GB),1 TB PCIe® Gen4 NVMe™ M.2 SSD,1920 x 1080,144 Hz,67999,16,1024,144,8,8.5,3,71.25
HP,Victus 16-R0043NE,Intel Core i7-13700H,NVIDIA® GeForce RTX™ 4060 8GB,16 GB DDR5-5200 MT/s (2 x 8 GB),1 TB PCIe® Gen4 NVMe™ M.2 SSD,1920 x 1080,144 Hz,53999,16,1024,144,8,8.0,3,69.5
ASUS,ROG Strix G16 G614JV-N3487W,Intel Core i7-13650HX,Nvidia GeForce RTX 4060 8GB,16GB DDR5-4800 SO-DIMM,1TB PCIe® 4.0 NVMe™ M.2 SSD,1920 x 1200,165 HZ,62999,16,1024,165,8,8.0,3,69.94
ASUS,TUF Gaming A15 FA506NCR-HN007W,AMD Ryzen 7 7435HS,Nvidia GeForce RTX 3050 4GB,8GB DDR5-5600 SO-DIMM,512GB PCIe 4.0 NVMe M.2 SSD,1920 x 1080,144 Hz,32666,8,512,144,8,6.0,3,58.75
ASUS,TUF Gaming A15 FA506NFR-HN007W,AMD Ryzen 7 7435HS,Nvidia GeForce RTX 2050 4GB,8GB DDR5-4800 SO-DIMM,512GB PCIe® 4.0 NVMe™ M.2 SSD,1920 x 1080,144 Hz,32499,8,512,144,8,5.0,3,55.25
Lenovo,Legion 5 16IRX9,Intel Core i7-14650HX,NVIDIA® GeForce RTX™ 4060 8GB,1x 16GB SO-DIMM DDR5-5600,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2560 x 1600,240 HZ,78888,16,1024,240,8,8.0,4,72.5
HP,Victus 15-FA0033DX,Intel Core i5-12450H,Nvidia GeForce RTX 3050 4GB,8 GB DDR4-3200 MT/s (1 x 8 GB),512 GB PCIe® Gen4 NVMe™ M.2 SSD,1920 x 1080,144 Hz,30999,8,512,144,6,6.0,3,51.75
Lenovo,LOQ 15IRX9,Intel Core i7-13650HX,NVIDIA® GeForce RTX™ 4050 6GB,1x 16GB SO-DIMM DDR5-4800,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,144 Hz,48888,16,1024,144,8,7.0,3,66.0
Lenovo,LOQ 15IAX9,Intel® Core™ i5-12450HX,NVIDIA® GeForce RTX™ 3050,1x 12GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1080,144 Hz,36999,12,512,144,6,6.0,3,52.38
Lenovo,Legion Pro 5 16IRX8,Intel Core i7-13700HX,NVIDIA® GeForce RTX™ 4060 8GB,16GB 2x 8GB SO-DIMM DDR5-4800,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2560 x 1600,240 HZ,72999,16,1024,240,8,8.0,4,72.5
Lenovo,LOQ 15IRX9,Intel® Core™ i7-13650HX,NVIDIA® GeForce RTX™ 3050 6GB GDDR6,1x 16GB SO-DIMM DDR5-4800,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,144 Hz,45499,16,1024,144,8,6.0,3,62.5
HP,Victus 15-FA1043NE,Intel Core i5-13500H,NVIDIA® GeForce RTX™ 3050 4GB6,8GB DDR4-3200 MT/s (1 x 8 GB),512 GB PCIe® Gen4 NVMe™ M.2 SSD,1920 x 1080,144 Hz,34477,8,512,144,6,6.0,3,51.75
HP,Victus 15-FA0025NR,Intel Core I5-12500H,NVIDIA® GeForce RTX™ 3050 4GB,8 GB DDR4-3200 MHz RAM (2 x 4 GB),512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 x 1080,,36249,8,512,60,6,6.0,3,50.0
Lenovo,LOQ 15IAX9,Intel Core i5-12450HX,NVIDIA® GeForce RTX™ 3050 6GB,1x 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,144 Hz,34333,8,512,144,6,6.0,3,51.75
MSI,Katana 15 B13VGK,Intel Core I7-13620H,Nvidia GeForce RTX 4070 8GB,16GB DDR5-5200,512GB NVMe PCIe Gen4 M.2 SSD,1920 x 1080,144 Hz,71930,16,512,144,8,8.5,3,68.75
MSI,Thin GF63 12UC,Intel® Core™ i7 12650H,Nvidia GeForce RTX3050 4GB,16GB DDR4-3200,512GB NVMe PCIe Gen4 M.2 SSD,1920 x 1080,144 Hz,38999,16,512,144,8,6.0,3,60.0
MSI,Thin GF63 12UCX,Intel® Core™ i5 12450H,NVIDIA® GeForce RTX™ 2050,8GB DDR4-3200,512GB NVMe PCIe Gen4 M.2 SSD,1920 x 1080,144 Hz,28899,8,512,144,6,5.0,3,48.25
MSI,Cyborg 15 A13VF,Intel Core i7-13620H,NVIDIA® GeForce RTX™ 4050 6GB,16GB DDR5-5200 2 Slots,512GB M.2 NVMe PCIe Gen4 SSD,1920x1080,144 Hz,49999,16,512,144,8,7.0,3,63.5
Lenovo,LOQ 15IAX9,Intel Core i5-12450HX,NVIDIA® GeForce RTX™ 2050 4GB,16GB 2x 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,144 Hz,31999,16,512,144,6,5.0,3,49.5
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 5 5500H,NVIDIA® GeForce RTX™ 2050 4GB,1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,144 Hz,26999,8,512,144,6,5.0,3,48.25
HP,Victus 16-D1058NE,Intel Core i7-12700H,NVIDIA® GeForce RTX™ 3060 6GB,16GB DDR5-4800 MHz RAM (2 x 8 GB),512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 x 1080,144 Hz,52599,16,512,144,8,6.5,3,61.75
HP,Victus 15-FA1113NIA,Intel Core i7-13700H,NVIDIA® GeForce RTX™ 4050  6GB,16 GB DDR4-3200 MHz RAM (2 x 8 GB),512GB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 x 1080,144 Hz,54499,16,512,144,8,7.0,3,63.5
Lenovo,LOQ 15IAX9,Intel Core i5-12450HX,NVIDIA® GeForce RTX™ 3050,16GB DDR5-4800 SO-DIMM,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,144 Hz,38888,16,512,144,6,6.0,3,53.0
Lenovo,LOQ 15IAX9,Intel® Core™ i5-12450HX,NVIDIA® GeForce RTX™ 2050 4GB,1x 12GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,144 Hz,30999,12,512,144,6,5.0,3,48.88
ASUS,TUF Gaming A15 FA506NF-HN005W,AMD Ryzen 5 7535HS,NVIDIA® GeForce RTX™ 2050,8GB DDR5-5600 SO-DIMM,512GB PCIe® 4.0 NVMe™ M.2 SSD,1920 x 1080,144 Hz,29199,8,512,144,6,5.0,3,48.25
ASUS,TUF Gaming A15 FA506NC-HN005W,AMD Ryzen 5 7535HS,NVIDIA® GeForce RTX™ 3050,8GB DDR5-5600 SO-DIMM,512GB PCIe® 4.0 NVMe™ M.2 SSD,1920 x 1080,144 Hz,36000,8,512,144,6,6.0,3,51.75
ASUS,TUF Gaming A15 FA507NU-LP007W,AMD Ryzen 5 7535HS,NVIDIA® GeForce RTX™ 4050,8GB DDR5-4800 SO-DIMM,512GB PCIe® 4.0 NVMe™ M.2 SSD,1920 x 1080,144 Hz,39888,8,512,144,6,7.0,3,55.25
Lenovo,LOQ 15IAX9,Intel Core i5-12450HX,NVIDIA® GeForce RTX™ 2050,1x 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,144 Hz,31499,8,512,144,6,5.0,3,48.25
HP,OMEN Transcend 16-u1047nr,Intel® Core™ i7-14700HX,NVIDIA® GeForce RTX™ 4070,32 GB DDR5-5600 MHz,1 TB PCIe® Gen4 NVMe™ Performance M.2 SSD,2560 x 1600,240 HZ,119999,32,1024,240,8,8.5,4,76.75
HP,Omen 17-CM2020NR,Intel Core i7-13700HX,NVIDIA® GeForce RTX™ 4070 8GB,16 GB DDR5-4800 MHz RAM (2 x 8 GB),512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,2560 x 1440,165 HZ,89999,16,512,165,8,8.5,3,69.19
Lenovo,LOQ 15IRX9,Intel Core i7-13650HX,NVIDIA® GeForce RTX™ 4050,1x 16GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,144 Hz,42999,16,512,144,8,7.0,3,63.5
Lenovo,Legion 5 15ACH6H,AMD Ryzen 5 5600H,NVIDIA® GeForce RTX™ 3060,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe® 3.0x4 NVMe®,1920 x 1080,165 HZ,55999,16,1024,165,6,6.5,3,57.69
Lenovo,Legion 5 15ACH6H,AMD Ryzen 5 5600H,NVIDIA® GeForce RTX™ 3050 Ti,1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,1920 x 1080,120 Hz,39499,8,512,120,6,6.0,3,51.25
Lenovo,LOQ 15APH8,AMD Ryzen™ 7 7840HS,NVIDIA® GeForce RTX™ 4050,16GB SO-DIMM DDR5-5600,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1080,144 Hz,48000,16,512,144,5,7.0,3,53.0
Dell,G15 5530,Intel Core I7-13650HX,NVIDIA® GeForce RTX™ 4060,"16GB,2X8,4800,DDR5,",1TB SSD,1920 x 1080,360Hz,63999,16,1024,360,8,8.0,3,71.5
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 7 5800H,Nvidia GeForce RTX 3060 6GB,1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe,1920x1080,120 Hz,45999,8,512,120,8,6.5,3,60.0
HP,Victus 15-FA1093DX,Intel Core i5-13420H,NVIDIA® GeForce RTX™ 3050,8 GB DDR4-3200 MHz RAM (1 x 8 GB),512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 x 1080,144 Hz,38799,8,512,144,6,6.0,3,51.75
HP,Victus 15-FA0089NE,Intel Core I5-12500H,NVIDIA® GeForce® GTX 1650,8 GB DDR4-3200 MHz RAM (2 x 4 GB),1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,30499,8,1024,144,6,4.0,3,47.25
Lenovo,LOQ 15IRH8,Intel Core I5-12450H,NVIDIA® GeForce RTX™ 3050,16GB 2x 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,۱۹۲۰ x ۱۰۸۰,144 Hz,37149,16,512,144,6,6.0,3,53.0
Lenovo,LOQ 15IRH8,Intel Core I5-13420H,NVIDIA® GeForce RTX™ 3050,16GB Ram,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 X 1080,144 Hz,39800,16,1024,144,6,6.0,3,55.5
ASUS,ROG Strix G16 G614JIR-N3009W,Intel Core i9-14900HX,NVIDIA® GeForce RTX™ 4070,"16GB  8GB DDR5-5600 SO-DIMM, the memory speed of the systems vary by CPU SPEC x 2",1TB PCIe® 4.0 NVMe™ M.2 SSD,1920 x 1200,165 HZ,94499,16,1024,165,10,8.5,3,78.69
ASUS,ROG Strix SCAR 18 G834JYR-R6041W,Intel Core I9-14900HX,NVIDIA® GeForce RTX™ 4090,"32GB 16GB DDR5-5600 SO-DIMM, the memory speed of the systems vary by CPU SPEC x 2",2TB PCIe® 4.0 NVMe™ M.2 Performance SSD,2560 x 1600,240 HZ,178199,32,2048,240,10,9.5,4,92.25
ASUS,ROG Strix SCAR 18 G834JZR-N6027W,Intel Core I9-14900HX,NVIDIA® GeForce RTX™ 4080,"32GB 16GB DDR5-5600 SO-DIMM, the memory speed of the systems vary by CPU SPEC x 2",1TB PCIe® 4.0 NVMe™ M.2 Performance SSD,2560 x 1600,240 HZ,139000,32,1024,240,10,9.0,4,85.5
MSI,Katana 17 B13VGK,Intel Core I9-13900H,Nvidia GeForce RTX 4070,16GB DDR5 8GB*2,512GB NVMe PCIe SSD,1920 X 1080,144 Hz,77930,16,512,144,10,8.5,3,75.75
MSI,Vector 17 HX A14VHG,Intel Core I9-14900HX,NVIDIA® GeForce RTX™ 4080,32GB DDR5 16GB*2,1TB NVMe PCIe SSD Gen4x4,2560x1600,240 HZ,131845,32,1024,240,10,9.0,4,85.5
MSI,Raider GE78 HX 14VIG,Intel Core I9-14900HX,Nvidia GeForce RTX 4090,32GB DDR5 16GB*2,2TB NVMe PCIe Gen4x4 SSD,2560x1600,240 HZ,180449,32,2048,240,10,9.5,4,92.25
MSI,Titan 18 HX A14VIG,Intel® Core™ i9-14900HX,NVIDIA® GeForce RTX™ 4090,64GB DDR5 32GB*2,2TB SSD,3840x2400,120 Hz,229999,64,2048,120,10,9.5,5,95.75
MSI,Cyborg 15 AI A1VF,Intel Core Ultra 7 155H,Nvidia GeForce RTX 4060,16GB DDR5 8GB*2,512GB NVMe PCIe SSD,1920 X 1080,144 Hz,60999,16,512,144,8,8.0,3,67.0
ASUS,FA507NU-LP125W,AMD Ryzen™ 5 7535HS,Nvidia GeForce RTX 4050,8GB DDR5-4800,512GB SSD,1920 x 1080,144 Hz,39666,8,512,144,5,7.0,3,51.75
ASUS,GU605MY-QR061W,Intel® Core™ Ultra 9,NVIDIA® GeForce RTX™ 4090,32GB 16GB*2 LPDDR5X 7467 on board,2TB PCIe® 4.0 NVMe™ M.2,"2.5K (2560 x 1600, WQXGA)",240 HZ,169888,32,2048,240,10,9.5,4,92.25
ASUS,Vivobook Pro 15 D3500QC-OLED007W,AMD Ryzen 7-5800H,Nvidia® GeForce® RTX™ 3050 4GB,16GB DDR4 on board,512GB M.2 NVMe™ PCIe® 3.0 SSD,1920 X 1080,60 Hz,48999,16,512,60,8,6.0,3,58.25
MSI,GF63 Thin 11SC,Intel Core I5-11400H,Nvidia GeForce GTX 1650 4GB,8GB DDR4-3200 2 Slots,512GB SSD,1920 X 1080,144 Hz,28888,8,512,144,6,4.0,3,44.75
HP,Victus 15-FB0034NE,AMD Ryzen 7-5800H,NVIDIA® GeForce RTX™ 3050 4GB,16 GB DDR4-3200 MHz RAM (2 x 8 GB),512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,31999,16,512,144,8,6.0,3,60.0
HP,Victus 15-FB0032NE,AMD Ryzen 7-5800H,NVIDIA® GeForce RTX™ 3050 4GB,16GB DDR4-3200 MHz RAM (2 x 8 GB),1 TB PCIe® NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,49199,16,1024,144,8,6.0,3,62.5
HP,Victus 15-FA0087NE,Intel Core i5-12500H,NVIDIA® GeForce® GTX 1650 4GB,8 GB DDR4-3200 MHz RAM (2 x 4 GB),1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,45999,8,1024,144,6,4.0,3,47.25
HP,Victus 15-FA1052NE,Intel Core I5-13420H,NVIDIA® GeForce RTX™ 2050 4GB,8 GB DDR4-3200 MHz RAM (1 x 8 GB),512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,31666,8,512,144,6,5.0,3,48.25
HP,Victus 15-FA0088NE,Intel Core I5-12500H,NVIDIA® GeForce® GTX 1650 4GB,8 GB DDR4-3200 MHz RAM (2 x 4 GB),1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 x 1080,144 Hz,36999,8,1024,144,6,4.0,3,47.25
HP,Victus 16-R0073Cl,Intel Core I7-13700HX,NVIDIA GeForce RTX 4060 8GB,32 GB DDR5-4800 MHz RAM (2 x 16 GB),1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 x 1080,144 Hz,70499,32,1024,144,8,8.0,3,72.0
HP,Victus 16-R0059WM,Intel Core I7-13700H,NVIDIA® GeForce RTX™ 4060 8GB,16 GB DDR5-5200 MHz RAM (2 x 8 GB),1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,59499,16,1024,144,8,8.0,3,69.5
HP,Victus 16-R0048NIA,Intel Core I7-13700H,NVIDIA® GeForce RTX™ 4050 6GB,16 GB DDR5-5200 MHz RAM (2 x 8 GB),1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,74999,16,1024,144,8,7.0,3,66.0
HP,Victus 15-FB0070NIA,AMD Ryzen 5-5600H,AMD Radeon™ RX 6500M 4GB,8 GB DDR4-3200 MHz RAM (1 x 8 GB),512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,27999,8,512,144,6,4.0,3,44.75
Lenovo,Legion Slim 5 16IRH8,Intel® Core™ i7-13700H,NVIDIA® GeForce RTX™ 4050 6GB,16GB 2x 8GB SO-DIMM DDR5-5200,512GB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2560x1600,165 HZ,66000,16,512,165,8,7.0,4,64.94
Dell,G15 5520,Intel Core I7-12700H,Nvidia GeForce RTX 3060 6GB,16GB 2x8GB DDR5 4800MHz,1TB SSD,1920 X 1080,165 HZ,54499,16,1024,165,8,6.5,3,64.69
Lenovo,Legion Slim 7 16IRH8,Intel® Core™ i7-13700H,NVIDIA® GeForce RTX™ 4060 8GB,16GB Soldered DDR5-5200,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,3200 x 2000,165 HZ,79199,16,1024,165,8,8.0,4,70.94
Lenovo,IdeaPad Gaming 3 15IAH7,Intel® Core™ i7-12650H,NVIDIA® GeForce RTX™ 3060 6GB,1x 16GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,1920x1080,165 HZ,61200,16,512,165,8,6.5,3,62.19
Lenovo,LOQ 15IRX9,Intel Core I7-13650HX,NVIDIA® GeForce RTX™ 4060 8GB,1x 16GB SO-DIMM DDR5-4800,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1080,144 Hz,73700,16,1024,144,8,8.0,3,69.5
Lenovo,LOQ 15IRH8,Intel Core I5-12450H,NVIDIA® GeForce RTX™ 2050 4GB GDDR6,2x 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1080,144 Hz,31799,8,512,144,6,5.0,3,48.25
Lenovo,LOQ 15IRH8,Intel Core I5-12450H,NVIDIA® GeForce RTX™ 2050 4GB GDDR6,1x 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1080,144 Hz,31777,8,512,144,6,5.0,3,48.25
Dell,G15 5530,Intel Core I7-13650HX,Nvidia GeForce RTX 4050 6GB,"8GB,1X8G,4800,DDR5",1TB SSD,1920 X 1080,120 Hz,58000,8,1024,120,8,7.0,3,64.25
MSI,GF63 Thin 11UC,Intel Core I5-11400H,NVIDIA® GeForce RTX™ 3050 4GB,16GB (8G*2) DDR4 3200MHz,512GB NVMe SSD,1920 X 1080,144 Hz,45000,16,512,144,6,6.0,3,53.0
ASUS,TUF Gaming F15 FX506HE-HN393W,Intel Core I7-11800H,NVIDIA® GeForce RTX™ 3050Ti 4GB,16GB DDR4-3200 SO-DIMM x 2,512GB PCIe P3 SSD,1920 X 1080,144 Hz,42800,16,512,144,8,6.0,3,60.0
HP,Victus 15-FB0036NE,AMD Ryzen 5-5600H,NVIDIA GeForce GTX 1650 4GB,8GB DDR4-3200 MHz RAM (2 x 4 GB),1 TB PCIe® NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,39049,8,1024,144,6,4.0,3,47.25
HP,Victus Gaming Laptop 15-fb0035ne,AMD Ryzen™ 5 5600H,Nvidia GeForce GTX 1650,16 GB DDR4-3200 MHz RAM (2 x 8 GB),1 TB PCIe® NVMe™ TLC M.2 SSD,1920 x 1080,144 Hz,33499,16,1024,144,5,4.0,3,45.0
Lenovo,Legion 5 15IAH7,Intel Core I7-12700H,NVIDIA® GeForce RTX™ 3050 Ti 4GB,16GB 2x 8GB SO-DIMM DDR5-4800,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2560 x 1440,165 HZ,49000,16,1024,165,8,6.0,3,62.94
Dell,G15 5530,Intel Core I7-13650HX,Nvidia GeForce RTX 4050 6GB,16GB Ram,1 TB SSD,1920 X 1080,120 Hz,59000,16,1024,120,8,7.0,3,65.5
Dell,G15 5520,Intel Core I7-12700H,Nvidia GeForce RTX 3060 6GB,16GB 2x8GB DDR5 4800MHz,1TB SSD,1920 X 1080,165 HZ,52777,16,1024,165,8,6.5,3,64.69
